Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
190823996,E14,19035237,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 10:20:40 PM,03/23/2019 10:21:24 PM,03/23/2019 10:21:41 PM,03/23/2019 10:22:53 PM,03/23/2019 10:25:16 PM,,,Code 3 Transport,03/23/2019 10:39:57 PM,22ND AV/FULTON ST,San Francisco,94121,B07,14,7177,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.77271628224675, -122.48097876448055)",190823996-E14
190823996,58,19035237,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 10:20:40 PM,03/23/2019 10:21:24 PM,03/23/2019 10:21:41 PM,03/23/2019 10:21:47 PM,03/23/2019 10:27:45 PM,03/23/2019 10:32:56 PM,03/23/2019 10:52:45 PM,Code 3 Transport,03/23/2019 11:30:11 PM,22ND AV/FULTON ST,San Francisco,94121,B07,14,7177,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,1,Outer Richmond,"(37.77271628224675, -122.48097876448055)",190823996-58
190823990,E29,19035236,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:19:43 PM,03/23/2019 10:20:18 PM,03/23/2019 10:20:50 PM,03/23/2019 10:22:02 PM,,,,Code 2 Transport,03/23/2019 10:34:25 PM,400 Block of 10TH ST,San Francisco,94103,B02,29,2344,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,South of Market,"(37.77100234209894, -122.41045785758939)",190823990-E29
190823990,78,19035236,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:19:43 PM,03/23/2019 10:20:18 PM,03/23/2019 10:20:50 PM,03/23/2019 10:20:53 PM,03/23/2019 10:25:33 PM,03/23/2019 10:46:38 PM,03/23/2019 10:54:26 PM,Code 2 Transport,03/23/2019 11:13:09 PM,400 Block of 10TH ST,San Francisco,94103,B02,29,2344,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,"(37.77100234209894, -122.41045785758939)",190823990-78
190823988,E08,19035235,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:17:56 PM,03/23/2019 10:20:13 PM,03/23/2019 10:24:30 PM,03/23/2019 10:25:00 PM,03/23/2019 10:30:05 PM,,,No Merit,03/23/2019 10:38:05 PM,DE HARO ST/16TH ST,San Francisco,94103,B03,29,2413,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,10,Mission Bay,"(37.766132521509284, -122.40172051635386)",190823988-E08
190823988,AM118,19035235,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:17:56 PM,03/23/2019 10:20:13 PM,03/23/2019 10:24:30 PM,03/23/2019 10:24:58 PM,,,,No Merit,03/23/2019 10:38:01 PM,DE HARO ST/16TH ST,San Francisco,94103,B03,29,2413,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,2,10,Mission Bay,"(37.766132521509284, -122.40172051635386)",190823988-AM118
190823984,T05,19035234,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:19:38 PM,03/23/2019 10:19:38 PM,03/23/2019 10:20:17 PM,03/23/2019 10:21:18 PM,03/23/2019 10:24:25 PM,,,Against Medical Advice,03/23/2019 10:31:37 PM,FILLMORE ST/ELLIS ST,San Francisco,94115,B05,05,3536,A,3,3,false,Potentially Life-Threatening,1,TRUCK,1,5,5,Western Addition,"(37.782349634278404, -122.43251538461159)",190823984-T05
190823984,AM120,19035234,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:19:38 PM,03/23/2019 10:19:38 PM,03/23/2019 10:20:17 PM,03/23/2019 10:20:53 PM,03/23/2019 10:24:28 PM,,,Against Medical Advice,03/23/2019 11:17:57 PM,FILLMORE ST/ELLIS ST,San Francisco,94115,B05,05,3536,A,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,5,5,Western Addition,"(37.782349634278404, -122.43251538461159)",190823984-AM120
190823980,E38,19035233,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:18:14 PM,03/23/2019 10:19:16 PM,03/23/2019 10:19:32 PM,03/23/2019 10:20:56 PM,03/23/2019 10:22:24 PM,,,Code 2 Transport,03/23/2019 10:35:22 PM,1700 Block of BUSH ST,San Francisco,94109,B04,38,3255,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,5,Pacific Heights,"(37.78802054847151, -122.42606156129774)",190823980-E38
190823980,59,19035233,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:18:14 PM,03/23/2019 10:19:16 PM,03/23/2019 10:19:32 PM,03/23/2019 10:22:29 PM,03/23/2019 10:29:10 PM,03/23/2019 10:56:15 PM,03/23/2019 11:10:28 PM,Code 2 Transport,03/23/2019 11:41:07 PM,1700 Block of BUSH ST,San Francisco,94109,B04,38,3255,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,5,Pacific Heights,"(37.78802054847151, -122.42606156129774)",190823980-59
190823979,T10,19035232,Alarms,03/23/2019,03/23/2019,03/23/2019 10:17:14 PM,03/23/2019 10:19:09 PM,03/23/2019 10:22:58 PM,03/23/2019 10:24:33 PM,03/23/2019 10:28:01 PM,,,Fire,03/23/2019 10:32:24 PM,1700 Block of TURK ST,San Francisco,94115,B05,05,4152,3,3,3,false,Alarm,1,TRUCK,3,5,5,Western Addition,"(37.77965802625415, -122.43830662707136)",190823979-T10
190823979,E10,19035232,Alarms,03/23/2019,03/23/2019,03/23/2019 10:17:14 PM,03/23/2019 10:19:09 PM,03/23/2019 10:24:26 PM,03/23/2019 10:24:26 PM,03/23/2019 10:26:30 PM,,,Fire,03/23/2019 10:32:24 PM,1700 Block of TURK ST,San Francisco,94115,B05,05,4152,3,3,3,true,Alarm,1,ENGINE,1,5,5,Western Addition,"(37.77965802625415, -122.43830662707136)",190823979-E10
190823979,E05,19035232,Alarms,03/23/2019,03/23/2019,03/23/2019 10:17:14 PM,03/23/2019 10:19:09 PM,03/23/2019 10:22:58 PM,03/23/2019 10:24:23 PM,,,,Fire,03/23/2019 10:24:29 PM,1700 Block of TURK ST,San Francisco,94115,B05,05,4152,3,3,3,false,Alarm,1,ENGINE,4,5,5,Western Addition,"(37.77965802625415, -122.43830662707136)",190823979-E05
190823979,B05,19035232,Alarms,03/23/2019,03/23/2019,03/23/2019 10:17:14 PM,03/23/2019 10:19:09 PM,03/23/2019 10:22:58 PM,03/23/2019 10:24:52 PM,03/23/2019 10:26:37 PM,,,Fire,03/23/2019 10:32:24 PM,1700 Block of TURK ST,San Francisco,94115,B05,05,4152,3,3,3,false,Alarm,1,CHIEF,2,5,5,Western Addition,"(37.77965802625415, -122.43830662707136)",190823979-B05
190823965,KM14,19035231,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 10:13:28 PM,03/23/2019 10:14:56 PM,03/23/2019 10:15:08 PM,03/23/2019 10:15:40 PM,03/23/2019 10:18:55 PM,,,Against Medical Advice,03/23/2019 11:07:57 PM,300 Block of FREMONT ST,San Francisco,94105,B03,35,2137,2,2,2,false,Non Life-threatening,1,PRIVATE,2,3,6,Financial District/South Beach,"(37.78734214268866, -122.3928741031182)",190823965-KM14
190823965,E35,19035231,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 10:13:28 PM,03/23/2019 10:14:56 PM,03/23/2019 10:15:08 PM,03/23/2019 10:16:04 PM,03/23/2019 10:16:05 PM,,,Against Medical Advice,03/23/2019 10:20:11 PM,300 Block of FREMONT ST,San Francisco,94105,B03,35,2137,2,2,2,true,Non Life-threatening,1,ENGINE,1,3,6,Financial District/South Beach,"(37.78734214268866, -122.3928741031182)",190823965-E35
190823954,E03,19035229,Outside Fire,03/23/2019,03/23/2019,03/23/2019 10:09:50 PM,03/23/2019 10:13:06 PM,03/23/2019 10:13:27 PM,03/23/2019 10:14:09 PM,03/23/2019 10:16:00 PM,,,Fire,03/23/2019 10:21:07 PM,POLK ST/OFARRELL ST,San Francisco,94109,B02,03,3115,3,3,3,true,Fire,1,ENGINE,1,4,6,Tenderloin,"(37.784960259561764, -122.41954785494165)",190823954-E03
190823952,KM03,19035228,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:10:12 PM,03/23/2019 10:12:30 PM,03/23/2019 10:12:48 PM,03/23/2019 10:13:33 PM,03/23/2019 10:19:26 PM,03/23/2019 10:41:25 PM,03/23/2019 11:12:59 PM,Code 2 Transport,03/23/2019 11:26:05 PM,2800 Block of TURK BLVD,San Francisco,94118,B05,21,4565,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,5,1,Lone Mountain/USF,"(37.778050120262286, -122.45199802880252)",190823952-KM03
190823952,E21,19035228,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:10:12 PM,03/23/2019 10:12:30 PM,03/23/2019 10:12:48 PM,03/23/2019 10:13:42 PM,03/23/2019 10:17:44 PM,,,Code 2 Transport,03/23/2019 10:32:22 PM,2800 Block of TURK BLVD,San Francisco,94118,B05,21,4565,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,1,Lone Mountain/USF,"(37.778050120262286, -122.45199802880252)",190823952-E21
190823941,E28,19035227,Other,03/23/2019,03/23/2019,03/23/2019 10:10:45 PM,03/23/2019 10:10:45 PM,03/23/2019 10:10:53 PM,03/23/2019 10:11:38 PM,03/23/2019 10:16:09 PM,,,Fire,03/23/2019 10:30:33 PM,1500 Block of THE EMBARCADERO,San Francisco,94111,B01,28,0931,A,3,3,false,Alarm,1,ENGINE,1,1,3,North Beach,"(37.807852701899975, -122.4081193479383)",190823941-E28
190823922,E06,19035226,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:03:57 PM,03/23/2019 10:06:26 PM,03/23/2019 10:06:51 PM,03/23/2019 10:07:19 PM,03/23/2019 10:09:43 PM,,,Code 2 Transport,03/23/2019 10:19:14 PM,STEINER ST/HERMANN ST,San Francisco,94117,B05,06,5131,2,2,2,true,Non Life-threatening,1,ENGINE,1,5,8,Haight Ashbury,"(37.77003485934725, -122.43171701170249)",190823922-E06
190823922,93,19035226,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:03:57 PM,03/23/2019 10:06:26 PM,03/23/2019 10:06:51 PM,03/23/2019 10:06:58 PM,03/23/2019 10:13:38 PM,03/23/2019 10:21:25 PM,03/23/2019 10:36:40 PM,Code 2 Transport,03/23/2019 11:01:18 PM,STEINER ST/HERMANN ST,San Francisco,94117,B05,06,5131,2,2,2,true,Non Life-threatening,1,MEDIC,2,5,8,Haight Ashbury,"(37.77003485934725, -122.43171701170249)",190823922-93
190823909,E34,19035225,Electrical Hazard,03/23/2019,03/23/2019,03/23/2019 10:00:01 PM,03/23/2019 10:01:12 PM,03/23/2019 10:01:22 PM,03/23/2019 10:02:30 PM,03/23/2019 10:06:00 PM,,,Fire,03/23/2019 10:21:50 PM,700 Block of GREAT HWY,San Francisco,94121,B07,34,7316,3,3,3,false,Alarm,1,ENGINE,1,7,1,Outer Richmond,"(37.7740125883152, -122.51107743821282)",190823909-E34
190823901,E10,19035224,Odor (Strange / Unknown),03/23/2019,03/23/2019,03/23/2019 09:58:58 PM,03/23/2019 09:58:58 PM,03/23/2019 10:00:00 PM,03/23/2019 10:00:47 PM,03/23/2019 10:03:03 PM,,,Fire,03/23/2019 10:22:57 PM,1600 Block of BRODERICK ST,San Francisco,94115,B04,10,4234,A,3,3,true,Alarm,1,ENGINE,1,5,2,Pacific Heights,"(37.78549308671713, -122.44170007319072)",190823901-E10
190823900,T15,19035223,Alarms,03/23/2019,03/23/2019,03/23/2019 09:58:01 PM,03/23/2019 09:58:55 PM,03/23/2019 09:59:09 PM,03/23/2019 10:01:21 PM,03/23/2019 10:05:30 PM,,,Fire,03/23/2019 10:10:02 PM,300 Block of LA GRANDE AVE,San Francisco,94112,B09,43,6165,3,3,3,false,Alarm,1,TRUCK,2,9,11,McLaren Park,"(37.71975159594513, -122.425588438069)",190823900-T15
190823900,E43,19035223,Alarms,03/23/2019,03/23/2019,03/23/2019 09:58:01 PM,03/23/2019 09:58:55 PM,03/23/2019 09:59:09 PM,03/23/2019 10:00:30 PM,03/23/2019 10:02:37 PM,,,Fire,03/23/2019 10:18:11 PM,300 Block of LA GRANDE AVE,San Francisco,94112,B09,43,6165,3,3,3,true,Alarm,1,ENGINE,1,9,11,McLaren Park,"(37.71975159594513, -122.425588438069)",190823900-E43
190823900,B09,19035223,Alarms,03/23/2019,03/23/2019,03/23/2019 09:58:01 PM,03/23/2019 09:58:55 PM,03/23/2019 09:59:09 PM,03/23/2019 10:00:26 PM,,,,Fire,03/23/2019 10:18:11 PM,300 Block of LA GRANDE AVE,San Francisco,94112,B09,43,6165,3,3,3,false,Alarm,1,CHIEF,3,9,11,McLaren Park,"(37.71975159594513, -122.425588438069)",190823900-B09
190823867,KM11,19035222,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:47:35 PM,03/23/2019 09:47:35 PM,03/23/2019 09:47:55 PM,03/23/2019 09:49:03 PM,03/23/2019 10:02:24 PM,03/23/2019 10:09:55 PM,03/23/2019 10:28:23 PM,Code 3 Transport,03/23/2019 11:07:43 PM,1500 Block of THE EMBARCADERO,San Francisco,94111,B01,28,0931,A,2,2,false,Non Life-threatening,1,PRIVATE,1,1,3,North Beach,"(37.807852701899975, -122.4081193479383)",190823867-KM11
190823852,QRV1,19035221,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:40:11 PM,03/23/2019 09:43:02 PM,03/23/2019 09:43:28 PM,03/23/2019 09:43:49 PM,03/23/2019 09:50:11 PM,,,Code 2 Transport,03/23/2019 10:39:45 PM,0 Block of 4TH ST,San Francisco,94103,B03,01,2213,2,2,2,true,Non Life-threatening,1,SUPPORT,1,3,6,Financial District/South Beach,"(37.78512514681569, -122.40496596087202)",190823852-QRV1
190823852,55,19035221,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:40:11 PM,03/23/2019 09:43:02 PM,03/23/2019 09:43:28 PM,03/23/2019 09:43:33 PM,03/23/2019 09:55:10 PM,03/23/2019 10:26:05 PM,03/23/2019 10:40:46 PM,Code 2 Transport,03/23/2019 11:25:01 PM,0 Block of 4TH ST,San Francisco,94103,B03,01,2213,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,6,Financial District/South Beach,"(37.78512514681569, -122.40496596087202)",190823852-55
190823833,E13,19035220,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:37:39 PM,03/23/2019 09:40:29 PM,03/23/2019 09:40:47 PM,03/23/2019 09:41:38 PM,03/23/2019 09:48:40 PM,,,Patient Declined Transport,03/23/2019 09:51:46 PM,500 Block of BUSH ST,San Francisco,94108,B01,13,1315,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Financial District/South Beach,"(37.79047328306053, -122.40674221199419)",190823833-E13
190823833,60,19035220,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:37:39 PM,03/23/2019 09:40:29 PM,03/23/2019 09:40:47 PM,03/23/2019 09:40:50 PM,03/23/2019 09:44:46 PM,,,Patient Declined Transport,03/23/2019 10:28:36 PM,500 Block of BUSH ST,San Francisco,94108,B01,13,1315,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,1,3,Financial District/South Beach,"(37.79047328306053, -122.40674221199419)",190823833-60
190823781,RC3,19035219,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:21:00 PM,03/23/2019 09:23:21 PM,03/23/2019 09:23:28 PM,03/23/2019 09:24:21 PM,03/23/2019 09:33:34 PM,,,Cancelled,03/23/2019 09:40:07 PM,27TH AV/JUDAH ST,San Francisco,94122,B08,22,7511,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,1,8,4,Sunset/Parkside,"(37.761322823464155, -122.485568384558)",190823781-RC3
190823781,E22,19035219,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:21:00 PM,03/23/2019 09:23:21 PM,03/23/2019 09:23:28 PM,03/23/2019 09:25:08 PM,,,,Cancelled,03/23/2019 09:38:22 PM,27TH AV/JUDAH ST,San Francisco,94122,B08,22,7511,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,8,4,Sunset/Parkside,"(37.761322823464155, -122.485568384558)",190823781-E22
190823781,58,19035219,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:21:00 PM,03/23/2019 09:23:21 PM,03/23/2019 09:23:28 PM,03/23/2019 09:23:32 PM,03/23/2019 09:34:21 PM,,,Cancelled,03/23/2019 09:39:31 PM,27TH AV/JUDAH ST,San Francisco,94122,B08,22,7511,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.761322823464155, -122.485568384558)",190823781-58
190823774,88,19035218,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:21:56 PM,03/23/2019 09:21:56 PM,03/23/2019 09:22:05 PM,03/23/2019 09:22:10 PM,03/23/2019 09:24:51 PM,03/23/2019 09:51:50 PM,03/23/2019 10:03:38 PM,Code 2 Transport,03/23/2019 10:39:16 PM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,C,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",190823774-88
190823771,AM118,19035217,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:20:18 PM,03/23/2019 09:20:18 PM,03/23/2019 09:20:43 PM,03/23/2019 09:21:02 PM,03/23/2019 09:29:39 PM,,,Patient Declined Transport,03/23/2019 10:10:30 PM,15TH ST/SHOTWELL ST,San Francisco,94103,B02,07,5225,A,2,2,false,Non Life-threatening,1,PRIVATE,1,2,9,Mission,"(37.766871472653115, -122.41654853901831)",190823771-AM118
190823766,E36,19035216,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:17:56 PM,03/23/2019 09:17:56 PM,03/23/2019 09:18:05 PM,03/23/2019 09:18:31 PM,03/23/2019 09:22:29 PM,,,Unable to Locate,03/23/2019 09:31:41 PM,9TH ST/MARKET ST,San Francisco,94103,B02,36,1646,B,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,"(37.777493843609115, -122.41629170277031)",190823766-E36
190823766,54,19035216,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:17:56 PM,03/23/2019 09:17:56 PM,03/23/2019 09:18:05 PM,03/23/2019 09:18:09 PM,03/23/2019 09:23:22 PM,,,Unable to Locate,03/23/2019 09:29:34 PM,9TH ST/MARKET ST,San Francisco,94103,B02,36,1646,B,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,"(37.777493843609115, -122.41629170277031)",190823766-54
190823756,T06,19035215,Alarms,03/23/2019,03/23/2019,03/23/2019 09:12:39 PM,03/23/2019 09:14:19 PM,03/23/2019 09:14:57 PM,03/23/2019 09:16:37 PM,,,,Fire,03/23/2019 09:19:16 PM,400 Block of BRODERICK ST,San Francisco,94117,B05,21,4244,3,3,3,false,Alarm,1,TRUCK,3,5,5,Hayes Valley,"(37.774321433598125, -122.4393031933323)",190823756-T06
190823756,E21,19035215,Alarms,03/23/2019,03/23/2019,03/23/2019 09:12:39 PM,03/23/2019 09:14:19 PM,03/23/2019 09:14:57 PM,03/23/2019 09:15:17 PM,03/23/2019 09:16:31 PM,,,Fire,03/23/2019 09:21:36 PM,400 Block of BRODERICK ST,San Francisco,94117,B05,21,4244,3,3,3,true,Alarm,1,ENGINE,1,5,5,Hayes Valley,"(37.774321433598125, -122.4393031933323)",190823756-E21
190823756,B05,19035215,Alarms,03/23/2019,03/23/2019,03/23/2019 09:12:39 PM,03/23/2019 09:14:19 PM,03/23/2019 09:14:57 PM,03/23/2019 09:16:03 PM,03/23/2019 09:16:45 PM,,,Fire,03/23/2019 09:22:27 PM,400 Block of BRODERICK ST,San Francisco,94117,B05,21,4244,3,3,3,false,Alarm,1,CHIEF,2,5,5,Hayes Valley,"(37.774321433598125, -122.4393031933323)",190823756-B05
190823744,E20,19035214,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:05:02 PM,03/23/2019 09:06:39 PM,03/23/2019 09:09:06 PM,03/23/2019 09:11:11 PM,03/23/2019 09:36:16 PM,,,Code 2 Transport,03/23/2019 09:36:18 PM,100 Block of MARVIEW WY,San Francisco,94131,B08,20,5362,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Twin Peaks,"(37.75487227933804, -122.44875529640824)",190823744-E20
190823744,81,19035214,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:05:02 PM,03/23/2019 09:06:39 PM,03/23/2019 09:12:14 PM,03/23/2019 09:15:55 PM,03/23/2019 09:37:21 PM,03/23/2019 09:37:56 PM,03/23/2019 09:46:45 PM,Code 2 Transport,03/23/2019 10:10:07 PM,100 Block of MARVIEW WY,San Francisco,94131,B08,20,5362,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Twin Peaks,"(37.75487227933804, -122.44875529640824)",190823744-81
190823744,54,19035214,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:05:02 PM,03/23/2019 09:06:39 PM,03/23/2019 09:07:48 PM,03/23/2019 09:07:51 PM,,,,Code 2 Transport,03/23/2019 09:07:58 PM,100 Block of MARVIEW WY,San Francisco,94131,B08,20,5362,2,2,2,true,Potentially Life-Threatening,1,MEDIC,3,8,7,Twin Peaks,"(37.75487227933804, -122.44875529640824)",190823744-54
190823742,T03,19035213,Alarms,03/23/2019,03/23/2019,03/23/2019 09:04:41 PM,03/23/2019 09:06:23 PM,03/23/2019 09:06:45 PM,03/23/2019 09:07:59 PM,03/23/2019 09:10:08 PM,,,Fire,03/23/2019 09:21:09 PM,300 Block of TURK ST,San Francisco,94102,B02,03,1554,3,3,3,false,Alarm,1,TRUCK,2,2,6,Tenderloin,"(37.78263551242943, -122.41486282731442)",190823742-T03
190823742,E36,19035213,Alarms,03/23/2019,03/23/2019,03/23/2019 09:04:41 PM,03/23/2019 09:06:23 PM,03/23/2019 09:06:45 PM,03/23/2019 09:07:03 PM,03/23/2019 09:10:01 PM,,,Fire,03/23/2019 09:16:24 PM,300 Block of TURK ST,San Francisco,94102,B02,03,1554,3,3,3,true,Alarm,1,ENGINE,1,2,6,Tenderloin,"(37.78263551242943, -122.41486282731442)",190823742-E36
190823433,AM116,19035170,Medical Incident,03/23/2019,03/23/2019,03/23/2019 07:19:57 PM,03/23/2019 07:21:20 PM,03/23/2019 07:21:29 PM,03/23/2019 07:22:18 PM,03/23/2019 07:34:20 PM,03/23/2019 07:56:35 PM,03/23/2019 08:23:56 PM,Code 2 Transport,03/23/2019 08:42:48 PM,1800 Block of DONNER AVE,San Francisco,94124,B10,42,6451,2,2,2,false,Non Life-threatening,1,PRIVATE,1,10,10,Bayview Hunters Point,"(37.7283207539429, -122.40104980470412)",190823433-AM116
190823419,T02,19035169,Structure Fire,03/23/2019,03/23/2019,03/23/2019 07:16:02 PM,03/23/2019 07:16:02 PM,03/23/2019 07:16:20 PM,03/23/2019 07:18:09 PM,,,,Fire,03/23/2019 07:18:36 PM,TAYLOR ST/CALIFORNIA ST,San Francisco,94108,B01,41,1445,3,3,3,false,Alarm,1,TRUCK,2,1,3,Nob Hill,"(37.7916270743525, -122.41246088167433)",190823419-T02
190823419,E41,19035169,Structure Fire,03/23/2019,03/23/2019,03/23/2019 07:16:02 PM,03/23/2019 07:16:02 PM,03/23/2019 07:16:20 PM,03/23/2019 07:17:27 PM,03/23/2019 07:18:16 PM,,,Fire,03/23/2019 07:18:55 PM,TAYLOR ST/CALIFORNIA ST,San Francisco,94108,B01,41,1445,3,3,3,true,Alarm,1,ENGINE,1,1,3,Nob Hill,"(37.7916270743525, -122.41246088167433)",190823419-E41
190823418,E23,19035168,Medical Incident,03/23/2019,03/23/2019,03/23/2019 07:13:39 PM,03/23/2019 07:15:34 PM,03/23/2019 07:15:50 PM,03/23/2019 07:17:07 PM,03/23/2019 07:19:00 PM,,,Code 2 Transport,03/23/2019 07:37:37 PM,4200 Block of KIRKHAM ST,San Francisco,94122,B08,23,7717,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.75848124715858, -122.50632859162403)",190823418-E23
190823418,73,19035168,Medical Incident,03/23/2019,03/23/2019,03/23/2019 07:13:39 PM,03/23/2019 07:15:34 PM,03/23/2019 07:15:50 PM,03/23/2019 07:15:58 PM,03/23/2019 07:25:32 PM,03/23/2019 07:37:57 PM,03/23/2019 08:03:31 PM,Code 2 Transport,03/23/2019 08:34:24 PM,4200 Block of KIRKHAM ST,San Francisco,94122,B08,23,7717,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.75848124715858, -122.50632859162403)",190823418-73
190823416,E13,19035167,Medical Incident,03/23/2019,03/23/2019,03/23/2019 07:13:34 PM,03/23/2019 07:14:47 PM,03/23/2019 07:14:56 PM,03/23/2019 07:16:02 PM,03/23/2019 07:18:12 PM,,,Patient Declined Transport,03/23/2019 07:24:38 PM,400 Block of THE EMBARCADERO,San Francisco,94111,B01,13,0907,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7980449492818, -122.3963670843851)",190823416-E13
190823416,64,19035167,Medical Incident,03/23/2019,03/23/2019,03/23/2019 07:13:34 PM,03/23/2019 07:14:47 PM,03/23/2019 07:14:56 PM,03/23/2019 07:15:58 PM,03/23/2019 07:21:07 PM,,,Patient Declined Transport,03/23/2019 08:25:53 PM,400 Block of THE EMBARCADERO,San Francisco,94111,B01,13,0907,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Financial District/South Beach,"(37.7980449492818, -122.3963670843851)",190823416-64
190823410,T12,19035166,Citizen Assist / Service Call,03/23/2019,03/23/2019,03/23/2019 07:09:32 PM,03/23/2019 07:13:16 PM,03/23/2019 07:14:07 PM,03/23/2019 07:15:14 PM,03/23/2019 07:18:01 PM,,,Fire,03/23/2019 07:26:17 PM,400 Block of PARNASSUS AVE,San Francisco,94122,B05,12,5155,3,3,3,false,Alarm,1,TRUCK,1,5,5,Inner Sunset,"(37.76342005732764, -122.45825250717148)",190823410-T12
190823404,E09,19035165,Citizen Assist / Service Call,03/23/2019,03/23/2019,03/23/2019 07:09:49 PM,03/23/2019 07:11:56 PM,03/23/2019 07:13:06 PM,03/23/2019 07:15:28 PM,03/23/2019 07:17:08 PM,,,Fire,03/23/2019 07:28:04 PM,100 Block of BRADFORD ST,San Francisco,94110,B10,32,5722,3,3,3,true,Alarm,1,ENGINE,1,10,9,Bernal Heights,"(37.74049498863544, -122.4096417441309)",190823404-E09
190823392,E31,19035164,Medical Incident,03/23/2019,03/23/2019,03/23/2019 07:07:00 PM,03/23/2019 07:09:45 PM,03/23/2019 07:09:59 PM,03/23/2019 07:11:31 PM,03/23/2019 07:14:25 PM,,,Code 3 Transport,03/23/2019 07:32:06 PM,3500 Block of FULTON ST,San Francisco,94118,B07,31,7144,2,2,2,true,Non Life-threatening,1,ENGINE,1,7,1,Inner Richmond,"(37.773287953872824, -122.46963143217818)",190823392-E31
